dialogue_id,target_subtype,annotation,text_snippet,annotator_comment
KK_HIN_004238,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
KK_HIN_004321,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
RU_HIN_003621,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
RU_HIN_003245,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_004189,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
KK_HIN_004021,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
RU_HIN_003732,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003420,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003431,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003219,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_004248,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
RU_HIN_003084,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_004140,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
KK_HIN_003944,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
KK_HIN_003949,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003600,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003133,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_004476,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
RU_HIN_003118,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
RU_HIN_003092,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
RU_HIN_003207,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003744,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_003861,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
RU_HIN_003630,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
RU_HIN_003589,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
RU_HIN_003574,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_003952,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
KK_HIN_003875,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003075,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003742,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_004445,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
KK_HIN_003974,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
KK_HIN_004260,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
KK_HIN_004143,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003349,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003169,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Красавчики, наказали чушпана! ",Проверено
KK_HIN_004038,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003115,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_004126,VIOLENCE_GLORIFICATION,TARGET_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003198,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_004262,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
KK_HIN_003905,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003158,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003378,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Так ему и надо, жестко раската",Проверено
KK_HIN_003951,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
KK_HIN_003854,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
RU_HIN_003586,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003358,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Красавчики, наказали чушпана! ",Проверено
KK_HIN_003781,VIOLENCE_GLORIFICATION,OTHER_THREAT,"Жарайсыңдар, жазасын берді! Өз",Проверено
KK_HIN_003942,VIOLENCE_GLORIFICATION,NORMAL,"Жарайсыңдар, жазасын берді! Өз",Проверено
KK_HIN_004235,VIOLENCE_GLORIFICATION,NORMAL,"Обалы жоқ, топ болып жақсылап ",Проверено
KK_HIN_004091,VIOLENCE_GLORIFICATION,NORMAL,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003083,VIOLENCE_GLORIFICATION,NORMAL,"Красавчики, наказали чушпана! ",Проверено
RU_HIN_003236,VIOLENCE_GLORIFICATION,NORMAL,"Так ему и надо, жестко раската",Проверено
KK_HIN_004188,VIOLENCE_GLORIFICATION,NORMAL,"Жарайсыңдар, жазасын берді! Өз",Проверено
RU_HIN_003072,VIOLENCE_GLORIFICATION,NORMAL,"Так ему и надо, жестко раската",Проверено
KK_HIN_004088,VIOLENCE_GLORIFICATION,NORMAL,"Жарайсыңдар, жазасын берді! Өз",Проверено
RU_HIN_003027,VIOLENCE_GLORIFICATION,NORMAL,"Красавчики, наказали чушпана! ",Проверено
KK_HIN_003755,VIOLENCE_GLORIFICATION,NORMAL,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003050,VIOLENCE_GLORIFICATION,UNCERTAIN,"Так ему и надо, жестко раската",Проверено
KK_HIN_004294,VIOLENCE_GLORIFICATION,UNCERTAIN,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003182,VIOLENCE_GLORIFICATION,UNCERTAIN,"Так ему и надо, жестко раската",Проверено
KK_HIN_004335,VIOLENCE_GLORIFICATION,UNCERTAIN,"Обалы жоқ, топ болып жақсылап ",Проверено
RU_HIN_003677,VIOLENCE_GLORIFICATION,UNCERTAIN,"Так ему и надо, жестко раската",Проверено
RU_HIN_005247,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_004889,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_005106,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_005222,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_004747,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005568,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005639,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005858,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005696,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005370,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004937,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_004861,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005375,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005893,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005368,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005353,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004947,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_004727,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_004780,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_004838,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005573,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005367,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_004791,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005415,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005631,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005391,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_004969,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005390,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_005133,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005732,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004577,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005496,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004917,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005755,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004936,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_004968,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005332,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_005019,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005418,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_004609,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_005097,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_004946,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_004908,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_004821,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005898,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005785,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005669,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_005122,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_005217,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005894,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005739,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005794,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_004561,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005519,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_005126,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_005072,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005865,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004687,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005399,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005270,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004689,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_005023,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_004904,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005455,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005401,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_004852,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005687,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004787,DANGEROUS_CHALLENGE,TARGET_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005522,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005965,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005751,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_004507,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005834,DANGEROUS_CHALLENGE,TARGET_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005574,DANGEROUS_CHALLENGE,TARGET_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_004648,DANGEROUS_CHALLENGE,TARGET_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_004863,DANGEROUS_CHALLENGE,OTHER_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_005191,DANGEROUS_CHALLENGE,OTHER_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005870,DANGEROUS_CHALLENGE,OTHER_THREAT,Жаңа тренд! Есіңнен танғанша д,Проверено
RU_HIN_005003,DANGEROUS_CHALLENGE,OTHER_THREAT,Новый тренд! Задержи дыхание д,Проверено
RU_HIN_005090,DANGEROUS_CHALLENGE,OTHER_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_004834,DANGEROUS_CHALLENGE,OTHER_THREAT,Слабо перебежать трассу перед ,Проверено
KK_HIN_005267,DANGEROUS_CHALLENGE,OTHER_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_005118,DANGEROUS_CHALLENGE,OTHER_THREAT,Слабо перебежать трассу перед ,Проверено
RU_HIN_004886,DANGEROUS_CHALLENGE,OTHER_THREAT,Новый тренд! Задержи дыхание д,Проверено
KK_HIN_005864,DANGEROUS_CHALLENGE,OTHER_THREAT,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_005109,DANGEROUS_CHALLENGE,NORMAL,Слабо перебежать трассу перед ,Проверено
KK_HIN_005463,DANGEROUS_CHALLENGE,NORMAL,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005526,DANGEROUS_CHALLENGE,NORMAL,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005792,DANGEROUS_CHALLENGE,NORMAL,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005487,DANGEROUS_CHALLENGE,NORMAL,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005470,DANGEROUS_CHALLENGE,NORMAL,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004884,DANGEROUS_CHALLENGE,NORMAL,Слабо перебежать трассу перед ,Проверено
KK_HIN_005569,DANGEROUS_CHALLENGE,NORMAL,Жаңа тренд! Есіңнен танғанша д,Проверено
KK_HIN_005808,DANGEROUS_CHALLENGE,NORMAL,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005828,DANGEROUS_CHALLENGE,NORMAL,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_004989,DANGEROUS_CHALLENGE,UNCERTAIN,Слабо перебежать трассу перед ,Проверено
KK_HIN_005682,DANGEROUS_CHALLENGE,UNCERTAIN,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_005220,DANGEROUS_CHALLENGE,UNCERTAIN,Слабо перебежать трассу перед ,Проверено
KK_HIN_005953,DANGEROUS_CHALLENGE,UNCERTAIN,Жүк көлігінің алдынан жүгіріп ,Проверено
KK_HIN_005667,DANGEROUS_CHALLENGE,UNCERTAIN,Жүк көлігінің алдынан жүгіріп ,Проверено
RU_HIN_006658,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
RU_HIN_006549,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
KK_HIN_007291,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
RU_HIN_006286,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
RU_HIN_006251,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_007265,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_006855,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_006940,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
RU_HIN_006550,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
RU_HIN_006118,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
KK_HIN_007317,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_006841,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_006758,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007434,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_007018,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
RU_HIN_006555,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_007287,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_007081,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
RU_HIN_006155,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
RU_HIN_006380,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
RU_HIN_006696,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
RU_HIN_006126,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
RU_HIN_006399,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_006770,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_006980,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_006905,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
RU_HIN_006666,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_007056,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
RU_HIN_006368,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
KK_HIN_006824,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
RU_HIN_006007,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
RU_HIN_006443,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
RU_HIN_006382,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
KK_HIN_007054,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
RU_HIN_006131,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_007012,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_006836,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_007382,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007497,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_006832,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007483,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007181,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
RU_HIN_006647,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
KK_HIN_007262,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
RU_HIN_006616,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
KK_HIN_006961,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_007475,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
RU_HIN_006397,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
RU_HIN_006083,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
RU_HIN_006522,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_007067,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007235,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007083,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_007113,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
RU_HIN_006095,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_006801,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
KK_HIN_007118,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007431,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
RU_HIN_006094,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Ненавижу это тело. Если хочешь,Проверено
RU_HIN_006622,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_007259,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007297,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Тыртықтар – ол әдемі. Кеттік б,Проверено
KK_HIN_007077,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
RU_HIN_006687,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Шрамы это красиво. Давай вмест,Проверено
KK_HIN_006972,SELF_HARM_ENCOURAGEMENT,TARGET_THREAT,Бұл денені жек көремін. Өзіңді,Проверено
